"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"1187-WILMM","Male","0","Yes","Yes",63,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",89.4,5597.65,"No"
"4130-MZLCC","Female","0","No","No",5,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",50.55,244.75,"No"
"3705-RHRFR","Female","0","Yes","No",69,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Two year","No","Bank transfer (automatic)",99.15,6875.35,"No"
"4817-QRJSX","Female","0","No","No",10,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",81,818.05,"Yes"
"4603-JANFB","Male","0","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.85,69.85,"Yes"
"2516-VQRRV","Female","1","No","No",2,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",75.45,158.4,"Yes"
"6807-SIWJI","Male","0","No","No",38,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","Electronic check",104.85,3887.25,"No"
"8092-NLTGF","Male","0","No","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",24.75,1777.6,"No"
"5515-AKOAJ","Female","0","No","No",54,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",100.1,5440.9,"Yes"
"9469-WEJBT","Male","0","Yes","No",37,"Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Electronic check",90.35,3419.3,"No"
"1535-VTJOQ","Female","0","No","No",24,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.15,553,"No"
"6563-VNPMN","Female","1","No","No",45,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",85.7,3778.1,"No"
"7534-BFESC","Male","1","No","No",24,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",76.1,1712.7,"Yes"
"7619-ODSGN","Male","0","Yes","Yes",24,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",54.75,1338.15,"Yes"
"6496-SLWHQ","Male","1","No","No",3,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105,294.45,"Yes"
"4931-TRZWN","Female","0","No","No",13,"Yes","No","DSL","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",71.95,923.85,"No"
"9259-PACGQ","Female","0","Yes","No",34,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","No","Electronic check",62.65,2274.9,"Yes"
"4832-VRBMR","Male","1","Yes","No",65,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",103.15,6792.45,"No"
"0719-SYFRB","Female","0","No","No",12,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",61.65,713.75,"Yes"
"5510-BOIUJ","Male","0","No","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.25,19.25,"Yes"
"8165-CBKXO","Male","0","Yes","Yes",66,"No","No phone service","DSL","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",56.75,3708.4,"No"
"3280-NMUVX","Male","0","Yes","Yes",34,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",19.6,678.8,"No"
"7657-DYEPJ","Male","1","No","No",38,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","No","One year","Yes","Credit card (automatic)",70.15,2497.35,"Yes"
"7869-ZYDST","Male","0","Yes","No",31,"Yes","Yes","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",59.05,1882.8,"No"
"1775-KWJKQ","Male","0","Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",89.85,6562.9,"No"
"5982-XMDEX","Female","0","No","No",65,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",26.5,1698.55,"No"
"0640-YJTPY","Male","0","Yes","Yes",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",21,1493.75,"No"
"2398-YPMUR","Female","1","Yes","No",13,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.15,916.75,"Yes"
"4121-AGSIN","Female","0","Yes","Yes",58,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",24.5,1497.9,"No"
"4925-LMHOK","Male","0","No","No",15,"Yes","Yes","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",58.6,939.7,"Yes"
"3823-KYNQY","Male","0","No","No",12,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",24.95,280.4,"No"
"5702-SKUOB","Female","0","Yes","No",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.6,93.45,"No"
"2378-VTKDH","Male","1","Yes","No",65,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.35,6578.55,"No"
"7694-VLBWQ","Male","0","Yes","No",67,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","No","Electronic check",104.1,7040.85,"Yes"
"6650-BWFRT","Female","0","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",117.15,8529.5,"No"
"5542-TBBWB","Male","0","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.9,69.9,"No"
"1768-HNVGJ","Female","1","No","No",45,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","Month-to-month","Yes","Electronic check",70.05,3062.45,"No"
"4183-WCSEP","Male","0","No","No",31,"Yes","No","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","Yes","Electronic check",78.45,2435.15,"Yes"
"3181-MIZBN","Male","0","Yes","Yes",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",19.75,313.4,"No"
"2749-CTKAJ","Male","0","Yes","Yes",22,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.15,419.9,"No"
"9398-MMQTO","Male","0","No","No",3,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)",74.45,221.1,"No"
"7163-OCEQI","Male","0","Yes","Yes",22,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",78.65,1663.75,"No"
"8348-JLBUG","Male","1","Yes","No",64,"Yes","No","Fiber optic","Yes","No","Yes","No","No","No","One year","No","Credit card (automatic)",80.3,5017.7,"No"
"5980-NOPLP","Female","0","Yes","No",44,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.1,4364.1,"Yes"
"1703-MGIAB","Female","0","No","No",17,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Mailed check",69,1108,"No"
"1334-FJSVR","Male","0","No","No",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",24.25,24.25,"Yes"
"6818-WOBHJ","Female","1","Yes","No",68,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",89.6,6127.6,"Yes"
"9620-ENEJV","Female","0","No","No",6,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",70.55,433.95,"No"
"3506-OVLKD","Male","0","No","No",35,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",26.2,954.9,"No"
"3057-VJJQE","Male","0","No","No",35,"Yes","Yes","DSL","Yes","No","No","No","No","No","Two year","No","Mailed check",55.25,1924.1,"No"
"7017-VFULY","Female","0","Yes","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",20.1,43.15,"No"
"6023-YEBUP","Male","0","No","No",3,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.95,329.95,"Yes"
"2235-ZGKPT","Female","0","Yes","Yes",4,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",50.85,239.55,"Yes"
"3445-HXXGF","Male","1","Yes","No",58,"No","No phone service","DSL","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",45.3,2651.2,"Yes"
"4365-MSDYN","Male","0","Yes","No",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Bank transfer (automatic)",19.55,161.15,"No"
"9798-OPFEM","Female","0","No","No",46,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Electronic check",21.1,937.1,"No"
"8405-IGQFX","Female","0","No","No",63,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","No","One year","Yes","Credit card (automatic)",90.05,5817,"No"
"3039-MJSLN","Male","0","No","Yes",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",20.2,50.6,"No"
"8402-OOOHJ","Female","0","No","No",41,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.65,835.15,"No"
"4782-OSFXZ","Female","1","Yes","No",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",82.7,5831.2,"No"
"5199-FPUSP","Male","0","No","Yes",33,"No","No phone service","DSL","Yes","No","No","Yes","No","No","One year","No","Credit card (automatic)",34.05,1113.95,"No"
"8413-VONUO","Male","0","No","No",2,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","No","Electronic check",95.65,167.3,"Yes"
"5930-GBIWP","Male","0","No","No",69,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Credit card (automatic)",81.5,5553.25,"No"
"3174-RKMOW","Male","0","Yes","Yes",35,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",109.95,3782.4,"No"
"5696-CEIQJ","Male","0","Yes","Yes",67,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",103.15,6895.5,"No"
"0064-YIJGF","Male","0","Yes","Yes",27,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",75.75,1929,"No"
"5044-LRQAQ","Female","0","Yes","No",7,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",69.2,477.55,"No"
"1096-ADRUX","Female","0","Yes","Yes",66,"Yes","Yes","Fiber optic","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",74.25,4859.25,"No"
"1730-VFMWO","Female","0","Yes","No",34,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",50.2,1815.3,"No"
"5570-PTWEH","Female","0","Yes","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",75.15,216.75,"Yes"
"0308-IVGOK","Female","0","No","No",11,"No","No phone service","DSL","No","Yes","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",40.4,422.6,"No"
"0111-KLBQG","Male","1","Yes","Yes",32,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",93.95,2861.45,"No"
"2720-WGKHP","Male","1","No","No",2,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94,181.7,"Yes"
"8513-OLYGY","Male","0","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",115.8,8332.15,"No"
"8329-IBCTI","Female","0","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.65,19.65,"Yes"
"8200-LGKSR","Male","0","Yes","No",71,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Electronic check",83.2,6126.1,"No"
"7255-SSFBC","Male","0","Yes","Yes",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",112.25,8041.65,"No"
"9512-PHSMG","Female","0","Yes","No",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.55,252.75,"No"
"4983-CCWMC","Male","0","No","No",3,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.6,207.4,"No"
"7049-GKVZY","Female","0","No","No",17,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","One year","No","Credit card (automatic)",79.85,1387.35,"No"
"9089-UOWJG","Female","0","Yes","Yes",12,"Yes","No","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",58.35,740.55,"No"
"3863-QSTYI","Male","0","No","No",59,"Yes","No","DSL","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Electronic check",64.65,3735.45,"No"
"1591-MQJTP","Male","1","Yes","No",51,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","Yes","One year","Yes","Bank transfer (automatic)",93.65,4839.15,"No"
"1024-KPRBB","Female","0","No","No",38,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","One year","Yes","Mailed check",89.1,3342,"No"
"3678-MNGZX","Male","0","Yes","Yes",68,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.95,1377.7,"No"
"6035-BXTTY","Female","1","No","No",32,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",54.65,1830.1,"No"
"3027-ZTDHO","Male","0","No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.9,89.9,"Yes"
"6754-LZUKA","Male","0","Yes","No",61,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","Two year","No","Bank transfer (automatic)",80.9,4932.5,"No"
"0017-DINOC","Male","0","No","No",54,"No","No phone service","DSL","Yes","No","No","Yes","Yes","No","Two year","No","Credit card (automatic)",45.2,2460.55,"No"
"9025-ZRPVR","Male","0","No","No",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",18.95,185.6,"Yes"
"8823-RLPWL","Female","0","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",110.65,8065.65,"No"
"4304-TSPVK","Female","0","Yes","No",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",114.9,7843.55,"No"
"5673-FSSMF","Female","0","No","No",1,"Yes","Yes","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",60.15,60.15,"Yes"
"3055-OYMSE","Female","1","No","No",53,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",73.8,4003.85,"No"
"4163-NCJAK","Female","0","Yes","No",46,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",24.45,1066.15,"No"
"1423-BMPBQ","Female","0","Yes","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19,19,"No"
"5748-RNCJT","Male","0","No","No",69,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",106.5,7348.8,"Yes"
"7218-HKQFK","Male","0","Yes","No",2,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",94.2,167.5,"Yes"
"9732-OUYRN","Female","0","Yes","No",49,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",19,918.7,"No"
